ObjectID,Name,OrderCount,StartTime,EndTime,TotalCost,TotalDistance,TotalTime,TotalTravelTime,StartTimeUTC,EndTimeUTC
1,Route1,7,2021-11-24 08:00:00.000000000,2021-11-24 09:05:51.737999916,1317.2461637854576,14.20977648177235,65.86230818927288,65.86230818927288,2021-11-24 02:30:00.000000000,2021-11-24 03:35:51.737999916
2,Route2,8,2021-11-24 08:00:00.000000000,2021-11-24 09:21:42.072999954,1634.0242644771934,19.5007362498939,81.70121322385967,81.70121322385967,2021-11-24 02:30:00.000000000,2021-11-24 03:51:42.072999954
3,Route3,9,2021-11-24 08:00:00.000000000,2021-11-24 10:26:57.714999914,2939.2382354289293,31.652197541209688,146.96191177144647,146.96191177144647,2021-11-24 02:30:00.000000000,2021-11-24 04:56:57.714999914
4,Route5,9,2021-11-24 08:00:00.000000000,2021-11-24 08:51:11.542999983,1023.8477582484484,10.330117724779125,51.19238791242242,51.19238791242242,2021-11-24 02:30:00.000000000,2021-11-24 03:21:11.542999983
5,Route7,7,2021-11-24 08:00:00.000000000,2021-11-24 08:56:47.556999922,1135.8522906154394,13.297972482214162,56.79261453077197,56.79261453077197,2021-11-24 02:30:00.000000000,2021-11-24 03:26:47.556999922
